timestamp,server_id,cpu_usage_pct,memory_usage_pct,active_connections,requests_per_sec,network_latency_ms,disk_io_mb_s,bandwidth_mbps,error_rate_pct,response_time_ms,load_status
2026-06-26 06:15:00,srv-2,55.53,51.83,260,111.55,19.84,1.43,71.18,0.049,203.49,Medium
2026-06-26 06:15:00,srv-5,56.47,47.86,377,172.55,13.53,11.37,109.74,0.198,187.64,Medium
2026-06-26 06:15:00,srv-4,51.07,54.52,134,59.79,25.42,0.0,23.22,0.066,208.03,Medium
2026-06-26 06:30:00,srv-1,41.53,52.37,321,132.48,12.41,7.47,58.17,0.021,168.0,Low
2026-06-26 06:30:00,srv-4,58.17,54.75,208,96.49,35.31,2.11,39.43,0.052,245.12,Medium
2026-06-26 06:30:00,srv-5,54.31,54.75,349,167.59,13.78,9.74,96.7,0.004,197.78,Medium
2026-06-26 06:30:00,srv-3,51.91,46.68,461,188.77,9.96,1.82,100.94,0.03,170.31,Medium
2026-06-26 06:30:00,srv-2,57.34,56.29,350,147.36,18.34,1.61,93.87,0.033,204.23,Medium
2026-06-26 06:45:00,srv-4,66.47,61.81,282,127.6,26.05,3.93,56.18,0.148,240.73,Medium
2026-06-26 06:45:00,srv-2,54.7,57.71,311,128.19,18.36,8.94,83.12,0.054,206.0,Medium
2026-06-26 06:45:00,srv-3,48.98,45.9,379,158.85,11.36,8.33,81.75,0.054,165.97,Low
2026-06-26 06:45:00,srv-5,49.89,45.89,351,164.67,11.79,5.54,101.06,0.017,176.58,Low
2026-06-26 06:45:00,srv-1,50.44,45.23,365,151.46,12.01,4.99,62.25,0.158,170.05,Medium
2026-06-26 07:00:00,srv-1,53.16,54.79,426,178.2,13.42,11.29,87.33,0.012,188.8,Medium
2026-06-26 07:00:00,srv-5,59.94,48.29,347,165.71,11.21,7.2,100.87,0.096,190.09,Medium
2026-06-26 07:00:00,srv-3,49.82,43.95,389,162.46,9.71,3.48,94.17,0.324,174.44,Medium
2026-06-26 07:00:00,srv-2,51.8,52.54,301,128.5,19.75,4.81,79.85,0.072,205.75,Medium
2026-06-26 07:00:00,srv-4,63.62,62.11,307,143.27,26.52,8.66,58.69,0.046,240.49,Medium
2026-06-26 07:15:00,srv-1,55.61,56.73,449,186.42,13.62,6.84,93.26,0.002,200.28,Medium
2026-06-26 07:15:00,srv-2,56.04,55.86,349,141.54,18.81,3.83,89.66,0.033,204.76,Medium
2026-06-26 07:15:00,srv-5,68.19,51.68,383,179.47,17.62,7.33,107.6,0.246,217.1,Medium
2026-06-26 07:15:00,srv-4,56.24,52.59,223,100.78,25.35,2.76,43.94,0.012,232.83,Medium
2026-06-26 07:15:00,srv-3,48.43,50.98,536,222.33,12.18,6.81,121.81,0.085,171.96,Medium
2026-06-26 07:30:00,srv-1,53.75,53.29,425,177.6,15.49,4.89,89.98,0.103,191.34,Medium
2026-06-26 07:30:00,srv-3,54.09,54.28,524,223.29,9.22,7.83,124.42,0.028,179.11,Medium
2026-06-26 07:30:00,srv-4,67.56,61.83,304,138.08,28.71,2.73,59.65,0.133,263.82,Medium
2026-06-26 07:30:00,srv-5,56.11,52.89,427,200.78,13.33,12.03,118.23,0.012,191.86,Medium
2026-06-26 07:30:00,srv-2,54.15,60.37,399,163.62,22.82,5.99,104.22,0.217,214.99,Medium
2026-06-26 07:45:00,srv-4,64.06,55.61,320,143.91,27.4,2.23,52.82,0.178,239.39,Medium
2026-06-26 07:45:00,srv-3,58.28,55.83,550,231.35,10.96,13.78,121.49,0.068,201.44,Medium
2026-06-26 07:45:00,srv-2,60.88,63.42,446,186.94,19.91,10.67,124.68,0.125,228.58,Medium
2026-06-26 07:45:00,srv-1,66.46,51.61,496,209.23,14.45,8.75,97.77,0.211,209.71,Medium
2026-06-26 07:45:00,srv-5,65.78,56.87,533,247.87,17.77,9.14,157.27,0.159,221.92,Medium
2026-06-26 08:00:00,srv-4,65.83,65.97,326,148.02,29.14,9.78,70.76,0.262,252.12,Medium
2026-06-26 08:00:00,srv-5,59.95,55.52,479,218.16,11.31,2.72,128.37,0.043,194.39,Medium
2026-06-26 08:00:00,srv-2,67.32,57.89,450,189.14,21.6,9.66,120.32,0.011,227.91,Medium
2026-06-26 08:00:00,srv-3,57.45,49.28,604,253.04,12.3,8.73,136.49,0.006,186.58,Medium
2026-06-26 08:00:00,srv-1,61.43,55.7,466,195.19,17.02,6.39,93.47,0.017,217.2,Medium
2026-06-26 08:15:00,srv-4,72.68,65.86,356,159.57,30.68,5.69,61.12,0.598,275.0,High
2026-06-26 08:15:00,srv-5,61.97,58.15,580,267.12,13.24,12.74,156.99,0.279,216.91,Medium
2026-06-26 08:15:00,srv-3,59.63,54.51,642,268.53,11.16,11.25,141.51,0.027,199.7,Medium
2026-06-26 08:15:00,srv-2,68.79,66.65,522,217.08,19.94,10.09,147.0,0.149,246.84,Medium
2026-06-26 08:15:00,srv-1,59.23,62.03,559,230.34,13.98,12.35,113.46,0.209,205.78,Medium
2026-06-26 08:30:00,srv-4,69.24,63.11,354,162.32,27.55,7.71,65.93,0.157,258.87,Medium
2026-06-26 08:30:00,srv-1,65.58,66.09,683,280.52,16.45,8.68,126.63,0.138,227.85,Medium
2026-06-26 08:30:00,srv-3,63.99,61.27,750,316.82,11.78,11.23,178.53,0.03,208.68,Medium
2026-06-26 08:30:00,srv-2,99.5,98.0,1316,551.05,58.39,24.82,368.44,2.568,452.04,High
2026-06-26 08:30:00,srv-5,62.27,55.27,497,234.82,11.57,6.12,149.23,0.009,203.7,Medium
2026-06-26 08:45:00,srv-3,61.44,57.86,701,292.87,10.54,9.39,153.08,0.341,203.2,Medium
2026-06-26 08:45:00,srv-1,72.29,62.75,640,264.31,16.1,11.16,127.88,0.403,236.92,Medium
2026-06-26 08:45:00,srv-2,74.15,66.8,485,206.01,24.13,9.28,129.96,0.421,255.45,Medium
2026-06-26 08:45:00,srv-5,62.35,68.05,615,285.54,15.16,15.1,175.78,0.094,218.04,Medium
2026-06-26 08:45:00,srv-4,76.18,72.36,395,177.16,31.65,3.29,69.56,0.409,286.4,High
2026-06-26 09:00:00,srv-4,82.84,69.05,396,178.52,40.6,2.13,72.51,1.971,332.09,High
2026-06-26 09:00:00,srv-3,63.43,59.55,799,334.36,10.93,10.55,175.91,0.057,209.02,Medium
2026-06-26 09:00:00,srv-2,66.89,64.61,489,204.58,21.63,9.47,128.13,0.15,237.52,Medium
2026-06-26 09:00:00,srv-1,67.4,56.68,597,244.64,17.23,13.21,114.6,0.139,221.56,Medium
2026-06-26 09:00:00,srv-5,59.58,64.75,548,256.67,12.47,8.04,151.2,0.003,214.48,Medium
2026-06-26 09:15:00,srv-2,72.51,66.99,586,244.34,22.88,10.3,158.14,0.194,256.42,Medium
2026-06-26 09:15:00,srv-3,66.48,59.62,794,329.06,10.19,14.65,178.42,0.039,204.29,Medium
2026-06-26 09:15:00,srv-1,62.7,68.67,706,293.11,14.43,9.97,140.23,0.043,218.46,Medium
2026-06-26 09:15:00,srv-5,62.52,59.7,637,295.09,12.68,13.24,180.25,0.071,212.38,Medium
2026-06-26 09:15:00,srv-4,88.27,73.57,443,198.52,46.14,5.65,87.62,2.2,354.63,High
2026-06-26 09:30:00,srv-1,65.45,66.77,755,309.79,13.12,13.72,144.31,0.08,218.87,Medium
2026-06-26 09:30:00,srv-3,62.88,60.2,730,303.28,9.78,13.07,158.3,0.007,216.09,Medium
2026-06-26 09:30:00,srv-2,72.64,69.16,585,243.37,29.5,10.21,158.18,0.262,269.26,Medium
2026-06-26 09:30:00,srv-4,88.72,75.12,459,205.45,46.12,13.59,89.76,1.64,362.38,High
2026-06-26 09:30:00,srv-5,65.12,57.49,603,279.12,17.0,10.81,167.73,0.203,219.7,Medium
2026-06-26 09:45:00,srv-1,63.95,59.75,676,276.39,12.81,8.75,134.4,0.073,207.36,Medium
2026-06-26 09:45:00,srv-3,62.38,60.27,761,319.1,11.7,15.91,179.75,0.066,210.45,Medium
2026-06-26 09:45:00,srv-5,70.57,64.59,688,317.66,14.52,12.32,201.89,0.304,232.6,Medium
2026-06-26 09:45:00,srv-2,73.81,71.11,634,265.19,24.99,13.31,180.87,0.574,261.28,High
2026-06-26 09:45:00,srv-4,92.23,77.64,492,225.41,51.55,6.38,90.01,2.82,382.45,High
2026-06-26 10:00:00,srv-5,69.79,64.96,730,336.82,15.33,15.58,204.97,0.111,227.33,Medium
2026-06-26 10:00:00,srv-4,87.71,75.13,467,210.57,44.52,6.69,79.16,1.247,361.05,High
2026-06-26 10:00:00,srv-2,72.36,70.54,658,271.4,23.97,11.9,178.38,0.533,263.82,High
2026-06-26 10:00:00,srv-3,65.84,58.21,783,328.23,15.67,13.21,170.58,0.019,216.16,Medium
2026-06-26 10:00:00,srv-1,69.39,66.77,738,309.93,19.42,13.88,144.56,0.299,241.42,Medium
2026-06-26 10:15:00,srv-4,90.86,77.45,447,205.2,49.48,8.59,93.52,2.727,372.02,High
2026-06-26 10:15:00,srv-1,70.61,68.08,761,315.82,14.88,15.52,138.75,0.084,231.09,Medium
2026-06-26 10:15:00,srv-3,65.42,63.89,835,347.19,11.29,14.07,186.71,0.18,216.28,Medium
2026-06-26 10:15:00,srv-5,70.0,57.31,763,353.27,13.81,14.54,218.9,0.366,217.3,Medium
2026-06-26 10:15:00,srv-2,81.52,70.7,641,270.21,34.61,8.69,179.95,1.551,303.53,High
2026-06-26 10:30:00,srv-1,69.22,62.19,719,298.31,15.37,12.27,145.33,0.197,224.64,Medium
2026-06-26 10:30:00,srv-3,64.72,57.88,856,357.58,12.14,17.13,191.43,0.045,205.88,Medium
2026-06-26 10:30:00,srv-5,72.24,62.35,671,313.4,15.65,12.48,191.72,0.379,239.94,Medium
2026-06-26 10:30:00,srv-4,86.66,73.59,443,198.41,45.91,6.55,88.49,0.617,345.6,High
2026-06-26 10:30:00,srv-2,80.07,71.25,649,272.54,38.75,13.21,181.48,0.754,305.52,High
2026-06-26 10:45:00,srv-3,67.99,66.68,839,354.11,12.9,14.45,193.14,0.193,226.87,Medium
2026-06-26 10:45:00,srv-2,85.78,76.66,681,282.7,35.06,12.14,181.67,1.319,325.0,High
2026-06-26 10:45:00,srv-4,89.33,78.63,488,223.2,48.45,10.94,80.06,3.113,363.1,High
2026-06-26 10:45:00,srv-1,72.67,65.65,767,319.4,16.76,12.73,143.09,0.615,236.24,Medium
2026-06-26 10:45:00,srv-5,64.17,57.32,698,325.66,11.87,12.66,206.53,0.092,202.17,Medium
2026-06-26 11:00:00,srv-4,91.44,80.45,489,222.73,58.45,6.94,92.16,1.728,396.49,High
2026-06-26 11:00:00,srv-5,66.12,62.77,676,318.13,12.38,9.96,195.75,0.057,225.61,Medium
2026-06-26 11:00:00,srv-2,79.92,70.98,599,252.08,31.24,12.61,164.67,0.924,288.79,High
2026-06-26 11:00:00,srv-3,67.06,59.23,880,363.82,25.03,10.78,192.88,0.115,239.44,Medium
2026-06-26 11:00:00,srv-1,76.64,70.54,807,334.14,21.11,15.16,160.92,0.631,268.49,High
2026-06-26 11:15:00,srv-4,84.72,84.31,477,215.93,41.77,5.89,81.36,0.228,344.68,High
2026-06-26 11:15:00,srv-3,62.49,63.98,837,352.41,12.32,17.88,192.01,0.05,213.09,Medium
2026-06-26 11:15:00,srv-5,68.22,65.81,705,327.73,14.85,13.93,206.4,0.206,230.9,Medium
2026-06-26 11:15:00,srv-1,70.42,65.31,771,320.35,18.38,12.51,147.82,0.421,234.37,Medium
2026-06-26 11:15:00,srv-2,75.54,69.7,660,277.31,24.39,11.11,182.46,0.792,276.7,High
2026-06-26 11:30:00,srv-5,65.25,64.48,689,320.08,12.37,14.4,198.63,0.083,213.58,Medium
2026-06-26 11:30:00,srv-4,87.81,77.39,489,220.06,45.8,17.46,89.17,2.531,352.39,High
2026-06-26 11:30:00,srv-1,65.39,69.98,779,324.89,13.62,16.1,156.25,0.13,234.15,Medium
2026-06-26 11:30:00,srv-3,65.98,60.0,837,345.05,11.87,12.23,182.43,0.138,210.8,Medium
2026-06-26 11:30:00,srv-2,83.63,71.95,690,287.25,33.18,14.33,190.96,1.889,308.53,High
2026-06-26 11:45:00,srv-3,73.68,60.42,850,354.77,13.92,15.25,186.95,0.092,234.15,Medium
2026-06-26 11:45:00,srv-1,66.99,60.48,759,315.41,14.33,17.26,151.65,0.136,218.13,Medium
2026-06-26 11:45:00,srv-4,86.8,71.99,496,224.06,43.38,6.28,92.65,2.444,338.27,High
2026-06-26 11:45:00,srv-5,72.88,57.36,669,316.18,15.73,22.73,190.77,0.545,226.09,Medium
2026-06-26 11:45:00,srv-2,75.04,72.9,625,262.67,23.86,10.66,165.72,0.269,263.76,Medium
2026-06-26 12:00:00,srv-4,83.48,72.92,460,206.69,40.54,11.12,87.39,1.556,324.32,High
2026-06-26 12:00:00,srv-1,68.56,71.99,739,304.52,21.86,10.18,143.09,0.259,246.82,Medium
2026-06-26 12:00:00,srv-3,60.82,64.65,820,344.36,9.92,12.42,185.23,0.066,201.24,Medium
2026-06-26 12:00:00,srv-5,63.85,62.83,705,326.25,14.67,13.98,199.71,0.051,212.75,Medium
2026-06-26 12:00:00,srv-2,82.11,68.28,592,247.02,32.18,13.27,159.61,0.347,295.53,High
2026-06-26 12:15:00,srv-5,67.51,65.91,700,327.19,13.69,13.62,199.22,0.173,227.54,Medium
2026-06-26 12:15:00,srv-3,61.99,62.19,762,323.99,9.68,11.03,174.82,0.103,204.65,Medium
2026-06-26 12:15:00,srv-1,62.09,62.64,691,286.44,15.17,16.96,135.11,0.063,211.36,Medium
2026-06-26 12:15:00,srv-4,81.88,76.76,457,207.11,38.85,5.75,76.19,1.295,316.24,High
2026-06-26 12:15:00,srv-2,74.38,65.33,637,266.83,24.43,9.49,175.68,0.308,259.59,Medium
2026-06-26 12:30:00,srv-3,74.23,59.05,767,319.41,17.91,7.82,171.46,0.556,238.6,Medium
2026-06-26 12:30:00,srv-2,69.36,63.42,578,242.73,22.17,8.97,157.56,0.182,251.35,Medium
2026-06-26 12:30:00,srv-1,74.69,68.14,745,308.32,21.94,11.86,144.81,0.607,254.28,High
2026-06-26 12:30:00,srv-5,67.04,67.09,725,340.43,13.2,10.33,205.52,0.069,221.56,Medium
2026-06-26 12:30:00,srv-4,87.63,78.99,442,199.95,44.55,3.84,89.81,2.683,357.78,High
2026-06-26 12:45:00,srv-3,62.08,66.33,791,334.18,10.29,15.62,178.92,0.07,207.53,Medium
2026-06-26 12:45:00,srv-4,83.3,75.05,451,208.66,38.76,9.01,80.47,1.351,321.24,High
2026-06-26 12:45:00,srv-2,71.79,63.55,607,257.01,23.74,12.31,162.15,0.499,248.88,Medium
2026-06-26 12:45:00,srv-5,67.0,61.32,624,290.45,15.6,11.07,172.4,0.208,220.75,Medium
2026-06-26 12:45:00,srv-1,64.65,64.98,721,300.05,13.69,18.48,128.8,0.065,215.19,Medium
2026-06-26 13:00:00,srv-2,68.22,61.89,558,232.28,21.62,8.52,149.27,0.22,237.18,Medium
2026-06-26 13:00:00,srv-5,61.81,60.66,585,276.08,12.42,11.56,175.79,0.034,215.64,Medium
2026-06-26 13:00:00,srv-3,65.76,60.07,684,285.7,11.36,2.14,161.44,0.222,206.47,Medium
2026-06-26 13:00:00,srv-4,82.6,73.97,452,202.79,38.69,4.35,80.4,1.567,316.08,High
2026-06-26 13:00:00,srv-1,68.5,59.16,635,262.99,14.34,10.41,122.31,0.203,243.35,Medium
2026-06-26 13:15:00,srv-2,68.21,62.53,554,233.13,20.38,16.23,146.48,0.048,237.5,Medium
2026-06-26 13:15:00,srv-3,61.44,56.18,791,326.91,15.75,17.05,178.43,0.007,207.22,Medium
2026-06-26 13:15:00,srv-1,58.54,60.9,655,274.58,13.06,13.13,121.5,0.026,200.26,Medium
2026-06-26 13:15:00,srv-4,70.44,69.27,369,167.87,28.1,6.05,69.6,0.238,276.58,Medium
2026-06-26 13:15:00,srv-5,57.26,57.16,567,265.91,14.37,8.18,152.46,0.027,200.05,Medium
2026-06-26 13:30:00,srv-5,63.03,55.26,539,253.19,12.0,12.28,161.64,0.056,201.23,Medium
2026-06-26 13:30:00,srv-1,64.37,52.35,572,238.68,15.0,11.83,111.32,0.051,210.41,Medium
2026-06-26 13:30:00,srv-2,66.67,68.16,506,210.99,22.74,10.62,145.77,0.164,242.65,Medium
2026-06-26 13:30:00,srv-3,60.62,50.15,721,304.37,12.63,15.3,165.94,0.134,200.06,Medium
2026-06-26 13:30:00,srv-4,69.71,68.56,413,188.12,28.76,5.23,74.29,0.26,258.32,Medium
2026-06-26 13:45:00,srv-5,63.14,57.62,553,259.97,17.78,10.56,152.44,0.032,219.09,Medium
2026-06-26 13:45:00,srv-2,71.71,63.32,494,206.77,23.03,8.82,134.5,0.076,245.23,Medium
2026-06-26 13:45:00,srv-1,63.51,62.08,600,249.25,12.54,9.41,109.64,0.12,209.38,Medium
2026-06-26 13:45:00,srv-4,80.08,73.59,419,185.56,36.57,10.94,78.46,1.632,307.13,High
2026-06-26 13:45:00,srv-3,57.06,54.85,603,250.73,12.12,8.13,141.06,0.008,191.05,Medium
2026-06-26 14:00:00,srv-5,56.69,55.59,499,235.09,16.15,11.47,146.62,0.081,203.41,Medium
2026-06-26 14:00:00,srv-2,76.03,62.82,510,213.0,25.77,11.35,139.87,0.321,263.92,Medium
2026-06-26 14:00:00,srv-1,69.23,59.86,605,253.91,14.76,10.46,111.59,0.134,235.12,Medium
2026-06-26 14:00:00,srv-3,59.96,59.26,631,265.67,9.31,15.95,136.97,0.012,194.71,Medium
2026-06-26 14:00:00,srv-4,83.3,74.68,382,179.27,40.45,3.06,75.34,0.792,325.75,High
2026-06-26 14:15:00,srv-5,58.45,48.82,434,203.07,14.47,6.03,121.37,0.033,200.06,Medium
2026-06-26 14:15:00,srv-3,48.23,53.69,554,229.31,9.05,15.58,134.49,0.085,169.46,Medium
2026-06-26 14:15:00,srv-2,56.89,54.14,414,172.92,26.7,5.71,108.92,0.151,221.59,Medium
2026-06-26 14:15:00,srv-4,73.65,70.25,399,180.83,31.51,9.26,76.71,0.535,282.03,High
2026-06-26 14:15:00,srv-1,56.71,57.08,538,224.99,12.1,13.86,112.15,0.017,194.73,Medium
2026-06-26 14:30:00,srv-5,96.69,77.2,1158,537.83,45.13,23.33,320.88,1.315,387.12,High
2026-06-26 14:30:00,srv-4,71.49,64.59,324,151.9,30.55,7.32,63.71,0.143,267.96,Medium
2026-06-26 14:30:00,srv-3,80.24,76.92,1229,514.19,19.51,20.58,269.88,0.332,273.19,High
2026-06-26 14:30:00,srv-2,71.33,61.41,466,193.85,21.88,10.99,128.74,0.315,242.94,Medium
2026-06-26 14:30:00,srv-1,60.17,60.91,563,233.1,13.13,9.01,113.23,0.068,201.78,Medium
2026-06-26 14:45:00,srv-2,63.82,56.18,480,201.34,19.87,10.76,136.0,0.089,231.53,Medium
2026-06-26 14:45:00,srv-5,61.45,57.75,523,246.1,13.65,9.33,156.37,0.016,211.35,Medium
2026-06-26 14:45:00,srv-1,57.92,56.22,499,206.93,15.51,7.62,95.75,0.035,200.91,Medium
2026-06-26 14:45:00,srv-3,54.56,51.5,573,239.78,11.7,11.42,135.92,0.028,180.9,Medium
2026-06-26 14:45:00,srv-4,69.43,68.16,332,149.72,27.75,5.65,54.34,0.249,262.05,Medium
2026-06-26 15:00:00,srv-5,55.52,53.36,439,206.27,14.4,12.53,114.26,0.032,190.14,Medium
2026-06-26 15:00:00,srv-1,59.85,58.82,505,208.01,12.05,5.8,97.2,0.009,216.87,Medium
2026-06-26 15:00:00,srv-3,50.48,54.48,609,252.18,10.06,11.44,128.08,0.015,175.44,Medium
2026-06-26 15:00:00,srv-2,64.13,57.81,420,172.29,20.72,11.05,108.82,0.097,224.63,Medium
2026-06-26 15:00:00,srv-4,66.21,64.25,308,141.4,28.59,3.49,60.25,0.047,259.38,Medium
2026-06-26 15:15:00,srv-5,60.37,52.47,493,232.16,11.91,9.59,146.09,0.029,203.77,Medium
2026-06-26 15:15:00,srv-4,69.31,64.52,293,139.32,28.65,6.98,64.23,0.43,257.89,Medium
2026-06-26 15:15:00,srv-3,62.54,54.67,656,273.19,9.41,15.63,147.52,0.016,194.53,Medium
2026-06-26 15:15:00,srv-2,56.91,65.77,404,172.04,18.27,6.17,108.77,0.042,210.98,Medium
2026-06-26 15:15:00,srv-1,56.23,57.45,481,201.16,14.25,12.93,91.86,0.043,202.13,Medium
2026-06-26 15:30:00,srv-3,46.88,53.26,546,230.37,11.69,5.59,121.58,0.006,169.6,Low
2026-06-26 15:30:00,srv-2,63.78,60.03,414,173.04,19.23,3.34,111.42,0.09,222.45,Medium
2026-06-26 15:30:00,srv-1,57.95,54.33,475,197.04,17.39,7.38,94.05,0.121,204.82,Medium
2026-06-26 15:30:00,srv-5,50.19,53.38,450,207.76,11.3,4.66,127.82,0.027,181.18,Medium
2026-06-26 15:30:00,srv-4,74.25,69.65,328,146.19,31.23,7.34,56.73,0.275,283.19,Medium
2026-06-26 15:45:00,srv-1,57.86,53.45,482,201.69,12.54,12.41,89.97,0.092,190.62,Medium
2026-06-26 15:45:00,srv-4,68.8,66.19,328,151.51,29.02,7.47,61.77,0.134,256.32,Medium
2026-06-26 15:45:00,srv-5,58.16,53.01,471,220.47,11.63,8.57,140.21,0.03,192.86,Medium
2026-06-26 15:45:00,srv-3,64.96,55.77,567,233.46,10.05,9.59,133.98,0.065,213.89,Medium
2026-06-26 15:45:00,srv-2,54.28,57.92,454,187.2,21.24,5.34,116.21,0.002,210.57,Medium
2026-06-26 16:00:00,srv-3,59.47,58.92,598,253.55,10.78,13.34,141.07,0.042,198.47,Medium
2026-06-26 16:00:00,srv-4,72.99,60.9,301,134.4,30.61,5.67,59.99,0.633,269.05,High
2026-06-26 16:00:00,srv-5,59.44,57.14,509,236.32,12.76,4.57,147.79,0.014,195.97,Medium
2026-06-26 16:00:00,srv-1,52.08,51.75,497,204.76,14.37,7.42,99.74,0.044,184.09,Medium
2026-06-26 16:00:00,srv-2,66.19,62.82,433,179.38,19.5,7.02,119.97,0.151,233.53,Medium
2026-06-26 16:15:00,srv-4,77.61,62.6,353,162.39,34.25,2.97,71.39,0.296,289.28,Medium
2026-06-26 16:15:00,srv-1,64.06,57.05,531,218.28,19.8,12.63,99.76,0.041,219.5,Medium
2026-06-26 16:15:00,srv-2,71.36,63.53,528,221.77,22.59,14.28,149.76,0.278,248.43,Medium
2026-06-26 16:15:00,srv-5,58.04,57.53,517,242.12,11.58,11.15,151.27,0.079,195.74,Medium
2026-06-26 16:15:00,srv-3,54.63,62.2,686,286.65,11.71,14.5,153.69,0.061,196.78,Medium
2026-06-26 16:30:00,srv-1,72.86,59.17,555,229.35,22.69,12.03,104.05,0.565,242.75,Medium
2026-06-26 16:30:00,srv-5,67.66,56.82,543,249.9,14.63,14.58,157.46,0.139,216.78,Medium
2026-06-26 16:30:00,srv-2,68.39,60.52,510,214.22,21.75,15.16,133.83,0.149,238.31,Medium
2026-06-26 16:30:00,srv-4,76.69,64.87,400,182.28,32.01,9.79,71.06,0.767,278.48,High
2026-06-26 16:30:00,srv-3,63.24,59.79,617,260.07,11.14,10.88,143.41,0.072,207.91,Medium
2026-06-26 16:45:00,srv-3,56.08,57.83,659,278.94,19.11,15.76,152.37,0.023,209.91,Medium
2026-06-26 16:45:00,srv-1,65.34,56.11,611,251.73,13.25,9.91,116.62,0.051,213.02,Medium
2026-06-26 16:45:00,srv-4,72.02,69.13,339,159.02,31.85,6.5,60.79,0.596,274.49,High
2026-06-26 16:45:00,srv-2,63.1,66.75,476,200.26,20.46,9.19,136.21,0.125,232.53,Medium
2026-06-26 16:45:00,srv-5,56.57,51.97,492,229.72,11.99,10.13,144.8,0.039,203.06,Medium
2026-06-26 17:00:00,srv-3,55.49,54.13,633,267.32,10.14,11.91,148.18,0.128,195.71,Medium
2026-06-26 17:00:00,srv-2,72.95,62.0,556,230.43,24.8,9.42,156.08,0.167,257.77,Medium
2026-06-26 17:00:00,srv-4,71.67,65.84,367,165.53,29.51,5.1,67.84,0.213,268.7,Medium
2026-06-26 17:00:00,srv-5,65.47,56.84,571,263.7,12.26,12.13,163.67,0.022,204.11,Medium
2026-06-26 17:00:00,srv-1,58.85,63.72,577,239.45,12.21,8.12,107.87,0.07,206.02,Medium
2026-06-26 17:15:00,srv-2,73.69,65.45,559,234.34,26.71,8.7,140.04,0.21,259.2,Medium
2026-06-26 17:15:00,srv-3,53.12,57.56,719,301.27,9.75,12.52,162.06,0.02,181.03,Medium
2026-06-26 17:15:00,srv-4,80.85,75.15,450,205.17,37.32,5.17,85.62,0.093,314.56,High
2026-06-26 17:15:00,srv-5,67.16,60.75,684,316.9,14.18,14.21,192.3,0.073,221.61,Medium
2026-06-26 17:15:00,srv-1,58.81,56.62,569,234.53,12.32,8.2,110.19,0.022,197.84,Medium
2026-06-26 17:30:00,srv-4,70.99,77.33,392,178.77,29.01,10.37,77.15,0.468,278.55,High
2026-06-26 17:30:00,srv-3,58.83,60.5,737,307.58,9.45,15.21,162.99,0.006,190.44,Medium
2026-06-26 17:30:00,srv-5,61.34,58.36,649,303.54,11.2,9.88,184.66,0.059,197.15,Medium
2026-06-26 17:30:00,srv-1,72.54,58.59,747,309.92,18.35,10.76,140.75,0.331,243.92,Medium
2026-06-26 17:30:00,srv-2,68.69,65.37,473,196.46,20.89,11.55,123.79,0.231,254.07,Medium
2026-06-26 17:45:00,srv-5,59.83,61.04,592,277.49,12.96,9.79,170.39,0.06,201.2,Medium
2026-06-26 17:45:00,srv-3,63.33,62.27,854,355.29,10.68,14.88,181.42,0.167,204.29,Medium
2026-06-26 17:45:00,srv-1,72.69,70.22,744,311.06,18.61,16.34,146.31,0.663,250.69,High
2026-06-26 17:45:00,srv-4,88.05,76.39,435,197.5,46.27,12.51,70.45,1.886,352.57,High
2026-06-26 17:45:00,srv-2,76.92,65.35,600,249.43,27.61,16.87,161.14,0.307,270.61,Medium
2026-06-26 18:00:00,srv-3,71.91,60.99,950,394.36,16.37,16.33,211.7,0.335,228.58,Medium
2026-06-26 18:00:00,srv-4,81.3,75.17,462,213.3,36.46,10.66,86.18,0.476,317.01,High
2026-06-26 18:00:00,srv-2,76.17,71.91,648,264.99,27.17,16.27,177.26,0.673,272.07,High
2026-06-26 18:00:00,srv-1,67.28,57.65,710,294.21,15.57,12.63,142.25,0.111,215.55,Medium
2026-06-26 18:00:00,srv-5,65.51,63.78,661,309.1,19.09,14.7,187.87,0.206,227.83,Medium
2026-06-26 18:15:00,srv-5,70.78,67.79,701,327.68,16.39,13.2,211.51,0.354,234.28,Medium
2026-06-26 18:15:00,srv-1,76.36,70.36,784,327.56,19.51,10.6,148.01,0.546,257.29,High
2026-06-26 18:15:00,srv-3,72.74,61.9,961,401.68,18.93,13.54,218.05,0.568,240.03,Medium
2026-06-26 18:15:00,srv-4,81.59,77.23,501,225.43,37.62,11.6,92.56,0.504,312.9,High
2026-06-26 18:15:00,srv-2,81.12,70.91,689,286.45,29.86,14.97,190.73,0.366,294.29,High
2026-06-26 18:30:00,srv-2,80.05,74.99,671,281.2,34.94,15.34,180.46,1.252,303.55,High
2026-06-26 18:30:00,srv-4,90.33,79.62,546,248.73,50.21,13.45,93.57,2.771,376.62,High
2026-06-26 18:30:00,srv-1,64.68,69.31,812,332.55,12.92,13.04,153.26,0.045,223.84,Medium
2026-06-26 18:30:00,srv-3,64.25,66.81,986,413.62,16.61,25.25,218.84,0.075,222.11,Medium
2026-06-26 18:30:00,srv-5,61.12,63.07,686,316.46,11.83,19.66,193.28,0.02,210.02,Medium
2026-06-26 18:45:00,srv-3,72.01,64.83,1010,420.56,14.12,15.86,227.22,0.113,236.03,Medium
2026-06-26 18:45:00,srv-4,99.5,98.0,941,421.3,69.58,16.05,173.59,3.778,477.95,High
